stars,comment
4.0 out of 5 stars,"







  
  
    Cute first books for 1-2 yrs old. My daughter loves looking at the pictures during her breakfast. Could be more colourful..
  
"
5.0 out of 5 stars,"







  
  
    My Daughter loved the collection
  
"
1.0 out of 5 stars,"







  
  
    Books are good but the Amazon delivery guy gave it to bakery near my house without informing or calling us ,this has happened to my other products also ,
  
"
2.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     The books are great but the outer board is received ""torn"" so I would blame the delivery services of Amazon.
  
"
5.0 out of 5 stars,"







  
  
    The quality of the pages is very good.Pictures given are also relevant. Easy to carry because of their size. My kid surely enjoys it.
  
"
3.0 out of 5 stars,"







  
  
    Books not as per indian standard...quite confusing for kids..
  
"
5.0 out of 5 stars,"







  
  
    Its really awesome book... My daughter( 2.5 yrs old )loved it ..now Iam hoing to book the second part of this..
  
"
5.0 out of 5 stars,"







  
  
    Good collection and good for 1.5 yrs and above ages.
  
"
1.0 out of 5 stars,"







  
  
    It would have been a great product had it been laminated. Lamination is basic for all paper products meant for babies. Not durable
  
"
4.0 out of 5 stars,"







  
  
    Good for first learner. It helped my little kid.
  
"
5.0 out of 5 stars,"







  
  
    Fine and very good product
  
"
4.0 out of 5 stars,"







  
  
    Value for moneypocket freindly and quality is good
  
"
5.0 out of 5 stars,"







  
  
    Thank you Amazon for quick delivery.My 1yr 8 month old daughter liked it very much.Book quality is very good at this price.It will be easy to teach my daughter her first lesson.
  
"
4.0 out of 5 stars,"







  
  
    The mini library is good for kids initial learning
  
"
5.0 out of 5 stars,"







  
  
    Useful to kids
  
"
5.0 out of 5 stars,"







  
  
    Gave ad gift..it is very cool collection
  
"
3.0 out of 5 stars,"







  
  
    It is small and cute. May be 10cm. Too small for my 1 year old to turn the pages. Not engaging the child unlike the taller books.
  
"
4.0 out of 5 stars,"







  
  
    The books are quiet fun for kids to learnOnly the size is little smallBut in all a fun to learnFor my 4 year old kid
  
"
5.0 out of 5 stars,"







  
  
    Osm product
  
"
5.0 out of 5 stars,"







  
  
    Superb...go for it blindlyyy... I just loved it❤️ superb quality... Just for the baby ❤️
  
"
5.0 out of 5 stars,"







  
  
    Very nice. Literally first library.. 👍
  
"
4.0 out of 5 stars,"







  
  
    Paper sheet quality is good. Nice product. Very usefull for infants
  
"
5.0 out of 5 stars,"







  
  
    Good and handy
  
"
5.0 out of 5 stars,"







  
  
    Good for 1 year old also
  
"
5.0 out of 5 stars,"







  
  
    Good books for kids,good quality
  
"
5.0 out of 5 stars,"







  
  
    Good quality, handy and atttactive for kids
  
"
5.0 out of 5 stars,"







  
  
    👍
  
"
5.0 out of 5 stars,"







  
  
    This is a great gifting option for kids upto 5Y to start their introduction to the world around. The quality and the contents of books are good.
  
"
5.0 out of 5 stars,"







  
  
    Good collection of books ..bright and clear pictures..thick cardboard material kids friendly..My one yr old daughter loved it..go for it.
  
"
5.0 out of 5 stars,"







  
  
    Good
  
"
5.0 out of 5 stars,"







  
  
    One of the best children's book set. Quite enjoyable and make learning fun.
  
"
5.0 out of 5 stars,"







  
  
    My kid kept the mobile phone aside and started looking this colorful book
  
"
4.0 out of 5 stars,"







  
  
    Like this books. Good quality. Thick pages.
  
"
5.0 out of 5 stars,"







  
  
    This set of books is great for your little ones. A must buy for every parent so that they can teach their children and grow them in better way. Kudos to the publisher.
  
"
5.0 out of 5 stars,"







  
  
    Superb quality and very clear imageEasy for kids to hold and read , can easily use instead of screen time
  
"
5.0 out of 5 stars,"







  
  
    Excellent selection of books covering a wide range of topics. Paper quality and finish are excellent.
  
"
5.0 out of 5 stars,"







  
  
    perfect gift for kids 1-2 years
  
"
3.0 out of 5 stars,"







  
  
    It is just palm sized. Not useful for small kids.
  
"
5.0 out of 5 stars,"







  
  
    Writing review after 3 months of use.. Its so good in look and quality.. Must buy. I bought this for my 18 m toddler.
  
"
4.0 out of 5 stars,"







  
  
    Good and. Useful
  
"
5.0 out of 5 stars,"







  
  
    Good
  
"
5.0 out of 5 stars,"







  
  
    Definitely a must buy product. Very attractive and colorful books with meaning . Useful for 2 year kid. Loved the product.
  
"
4.0 out of 5 stars,"







  
  
    Like
  
"
5.0 out of 5 stars,"







  
  
    Set of books is very nice, paper quality is good too, thanks amazon for prompt delivery
  
"
4.0 out of 5 stars,"







  
  
    Good for children
  
"
4.0 out of 5 stars,"







  
  
    Very useful books for kg kids.. My son liked it very much. All d pictures are clear n easy to read for kids.
  
"
4.0 out of 5 stars,"







  
  
    Worth to buy... Very good quality and having durabilitySome of pics are not belong to india
  
"
5.0 out of 5 stars,"







  
  
    Most of the pages have 1 images in a page which is good for small kids. Bright and attractive images.
  
"
4.0 out of 5 stars,"







  
  
    My kid enjoys playing with this and he learns during his play.A must buy
  
"
5.0 out of 5 stars,"







  
  
    Don't think just order, best collection for little ones.
  
"
5.0 out of 5 stars,"







  
  
    overall satisfied with product quality.
  
"
5.0 out of 5 stars,"







  
  
    Good quality..
  
"
5.0 out of 5 stars,"







  
  
    My kid (2+ yrs) loved it so did everyone else in the family.
  
"
5.0 out of 5 stars,"







  
  
    It's too help to my baby , good for learning in first stage
  
"
5.0 out of 5 stars,"







  
  
    All books are useful for ur lill one. Go for it
  
"
5.0 out of 5 stars,"







  
  
    Very good & most important thing book page are very tough so my boy cannot destroy it.
  
"
5.0 out of 5 stars,"







  
  
    Good
  
"
5.0 out of 5 stars,"







  
  
    It's a good set of books to gift small kids..
  
"
5.0 out of 5 stars,"







  
  
    Very good build quality is great, clear picture and best for kids
  
"
4.0 out of 5 stars,"







  
  
    I like the picture,  children can identify easily.It's help new kids for improvement of the knowledge
  
"
5.0 out of 5 stars,"







  
  
    Develops kids learning skills
  
"
5.0 out of 5 stars,"







  
  
    My baby love her library books.. And she loves to see the pics and colours.. Tq amazon :)
  
"
5.0 out of 5 stars,"







  
  
    Must buy for all babies
  
"
5.0 out of 5 stars,"







  
  
    Like u so much
  
"
5.0 out of 5 stars,"







  
  
    My little baby really like it. Very easy to hold and turn. Images are clear. Without second thought can buy
  
"
5.0 out of 5 stars,"







  
  
    Good collection for kids. Value for money. Received in well packed condition.
  
"
5.0 out of 5 stars,"







  
  
    Loved the quality
  
"
5.0 out of 5 stars,"







  
  
    Nice books..cardboard material..good quality n easy to hold and carry..perfect for kidz
  
"
3.0 out of 5 stars,"







  
  
    Good quality but the size is the matterWay too small
  
"
3.0 out of 5 stars,"







  
  
    It's good but the size of the book is really small as compared to the picture....
  
"
5.0 out of 5 stars,"







  
  
    My toddler really likes to look at the pictures.
  
"
4.0 out of 5 stars,"







  
  
    Ok product
  
"
5.0 out of 5 stars,"







  
  
    Attractive picture And color  .. it fulfils what we expect to show my child....she enjoyed it !!!.....
  
"
4.0 out of 5 stars,"







  
  
    Book size is very small... rest all perfect 👍👍
  
"
5.0 out of 5 stars,"







  
  
    Small size which is apt for toddlers. Thick board pages makes it durable. Purchased at Rs 429.
  
"
5.0 out of 5 stars,"







  
  
    Quality is good & my kid likes very much these books. Recommend to buy these books. Product delivered on time.
  
"
5.0 out of 5 stars,"







  
  
    Made with good quality material. Long lasting and takes up kids everday wear and tear.  Covers almost all subjects for kids.
  
"
4.0 out of 5 stars,"







  
  
    Good books for kids
  
"
4.0 out of 5 stars,"







  
  
    I purchased this to my 2 year kid ,he very enjoying this books ..
  
"
